allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_029952765_1_ASM2995276v1_genomic	GCA_030235225_1_ASM3023522v1_genomic	GCA_030235235_1_ASM3023523v1_genomic	GCA_030235265_1_ASM3023526v1_genomic	GCA_030235285_1_ASM3023528v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235325_1_ASM3023532v1_genomic	GCA_030235345_1_ASM3023534v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235385_1_ASM3023538v1_genomic	GCA_030235405_1_ASM3023540v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030235435_1_ASM3023543v1_genomic	GCA_030235465_1_ASM3023546v1_genomic	GCA_030235485_1_ASM3023548v1_genomic	GCA_030235505_1_ASM3023550v1_genomic	GCA_030235545_1_ASM3023554v1_genomic	GCA_030239725_1_ASM3023972v1_genomic	GCA_030239765_1_ASM3023976v1_genomic	GCA_030239785_1_ASM3023978v1_genomic	GCA_030239805_1_ASM3023980v1_genomic	GCA_030239825_1_ASM3023982v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030239885_1_ASM3023988v1_genomic	GCA_030239895_1_ASM3023989v1_genomic	GCA_030239925_1_ASM3023992v1_genomic	GCA_030239935_1_ASM3023993v1_genomic	GCA_030239965_1_ASM3023996v1_genomic	GCA_030239985_1_ASM3023998v1_genomic	GCA_030240005_1_ASM3024000v1_genomic	GCA_030240015_1_ASM3024001v1_genomic	GCA_030240025_1_ASM3024002v1_genomic	GCA_030240065_1_ASM3024006v1_genomic	GCA_030240085_1_ASM3024008v1_genomic	GCA_030240105_1_ASM3024010v1_genomic	GCA_030240125_1_ASM3024012v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic	GCA_030240185_1_ASM3024018v1_genomic
g00250_00006	g00250	NA	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	98	1	43	1	1	1	0	0	0	0	43	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase(43)	NA(43)	759	759	759.00	18	7	CKFBNF_07835	PDKELN_07815	LKGPGJ_07830	NHAIDG_03815	JJKLOM_04295	KLBIAF_08020	PKJNML_09530	BJCJFD_09990	CJEPLJ_06955	NCGJEB_09040	FNBPHI_05865	AJPFBF_03495	IONAJF_05615	HDDGPA_11015	LGAECN_06100	KBFPKB_11945	NOBNEL_09765	BKGCNC_04670	DDPEJL_00535	CFCNNG_00535	LOBFBJ_00635	HJCBJE_01050	BDBJLG_04340	FMMFDJ_00440	GKNDCE_00790	FDHOFG_04160	CEFCCI_07480	KMLEIH_00565	NDPNHO_00535	OIKCCF_04465	EFBKIP_00565	CONBLF_00565	IAMNGM_04110	OCDEKD_06920	ABIDKG_04500	FIMDAF_00565	CNHFKG_01290	KGMBGA_10010	MLFLFD_08700	JAJJBD_01290	NOAGLL_08405	GHNCNC_04590	FPFKPL_08975
g00040_00006	g00040	NA	RNA polymerase-binding protein RbpA	98	1	43	1	1	1	0	0	0	0	43	RNA polymerase-binding protein RbpA(43)	NA(43)	357	357	357.00	18	8	CKFBNF_07840	PDKELN_07820	LKGPGJ_07835	NHAIDG_03810	JJKLOM_04300	KLBIAF_08015	PKJNML_09525	BJCJFD_09985	CJEPLJ_06960	NCGJEB_09045	FNBPHI_05870	AJPFBF_03490	IONAJF_05620	HDDGPA_11020	LGAECN_06095	KBFPKB_11950	NOBNEL_09770	BKGCNC_04665	DDPEJL_00530	CFCNNG_00530	LOBFBJ_00630	HJCBJE_01045	BDBJLG_04345	FMMFDJ_00445	GKNDCE_00785	FDHOFG_04165	CEFCCI_07485	KMLEIH_00570	NDPNHO_00530	OIKCCF_04470	EFBKIP_00570	CONBLF_00570	IAMNGM_04115	OCDEKD_06915	ABIDKG_04495	FIMDAF_00570	CNHFKG_01285	KGMBGA_10015	MLFLFD_08695	JAJJBD_01285	NOAGLL_08410	GHNCNC_04585	FPFKPL_08970
g00049_00006	g00049	NA	preprotein translocase subunit SecG	98	1	43	1	1	1	0	0	0	0	43	preprotein translocase subunit SecG(43)	NA(43)	261	261	261.00	18	9	CKFBNF_07845	PDKELN_07825	LKGPGJ_07840	NHAIDG_03805	JJKLOM_04305	KLBIAF_08010	PKJNML_09520	BJCJFD_09980	CJEPLJ_06965	NCGJEB_09050	FNBPHI_05875	AJPFBF_03485	IONAJF_05625	HDDGPA_11025	LGAECN_06090	KBFPKB_11955	NOBNEL_09775	BKGCNC_04660	DDPEJL_00525	CFCNNG_00525	LOBFBJ_00625	HJCBJE_01040	BDBJLG_04350	FMMFDJ_00450	GKNDCE_00780	FDHOFG_04170	CEFCCI_07490	KMLEIH_00575	NDPNHO_00525	OIKCCF_04475	EFBKIP_00575	CONBLF_00575	IAMNGM_04120	OCDEKD_06910	ABIDKG_04490	FIMDAF_00575	CNHFKG_01280	KGMBGA_10020	MLFLFD_08690	JAJJBD_01280	NOAGLL_08415	GHNCNC_04580	FPFKPL_08965
g00565_00006	g00565	NA	triose-phosphate isomerase	98	1	43	1	1	1	0	0	0	0	43	triose-phosphate isomerase(43)	NA(43)	789	789	789.00	18	10	CKFBNF_07850	PDKELN_07830	LKGPGJ_07845	NHAIDG_03800	JJKLOM_04310	KLBIAF_08005	PKJNML_09515	BJCJFD_09975	CJEPLJ_06970	NCGJEB_09055	FNBPHI_05880	AJPFBF_03480	IONAJF_05630	HDDGPA_11030	LGAECN_06085	KBFPKB_11960	NOBNEL_09780	BKGCNC_04655	DDPEJL_00520	CFCNNG_00520	LOBFBJ_00620	HJCBJE_01035	BDBJLG_04355	FMMFDJ_00455	GKNDCE_00775	FDHOFG_04175	CEFCCI_07495	KMLEIH_00580	NDPNHO_00520	OIKCCF_04480	EFBKIP_00580	CONBLF_00580	IAMNGM_04125	OCDEKD_06905	ABIDKG_04485	FIMDAF_00580	CNHFKG_01275	KGMBGA_10025	MLFLFD_08685	JAJJBD_01275	NOAGLL_08420	GHNCNC_04575	FPFKPL_08960
g00156_00006	g00156	NA	3-phosphoglycerate kinase	98	1	43	1	1	1	0	0	0	0	43	3-phosphoglycerate kinase(43)	NA(43)	1212	1212	1212.00	18	11	CKFBNF_07855	PDKELN_07835	LKGPGJ_07850	NHAIDG_03795	JJKLOM_04315	KLBIAF_08000	PKJNML_09510	BJCJFD_09970	CJEPLJ_06975	NCGJEB_09060	FNBPHI_05885	AJPFBF_03475	IONAJF_05635	HDDGPA_11035	LGAECN_06080	KBFPKB_11965	NOBNEL_09785	BKGCNC_04650	DDPEJL_00515	CFCNNG_00515	LOBFBJ_00615	HJCBJE_01030	BDBJLG_04360	FMMFDJ_00460	GKNDCE_00770	FDHOFG_04180	CEFCCI_07500	KMLEIH_00585	NDPNHO_00515	OIKCCF_04485	EFBKIP_00585	CONBLF_00585	IAMNGM_04130	OCDEKD_06900	ABIDKG_04480	FIMDAF_00585	CNHFKG_01270	KGMBGA_10030	MLFLFD_08680	JAJJBD_01270	NOAGLL_08425	GHNCNC_04570	FPFKPL_08955
g00127_00006	g00127	NA	type I glyceraldehyde-3-phosphate dehydrogenase	98	1	43	1	1	1	0	0	0	0	43	type I glyceraldehyde-3-phosphate dehydrogenase(43)	NA(43)	1005	1047	1011.84	18	12	CKFBNF_07860	PDKELN_07840	LKGPGJ_07855	NHAIDG_03790	JJKLOM_04320	KLBIAF_07995	PKJNML_09505	BJCJFD_09965	CJEPLJ_06980	NCGJEB_09065	FNBPHI_05890	AJPFBF_03470	IONAJF_05640	HDDGPA_11040	LGAECN_06075	KBFPKB_11970	NOBNEL_09790	BKGCNC_04645	DDPEJL_00510	CFCNNG_00510	LOBFBJ_00610	HJCBJE_01025	BDBJLG_04365	FMMFDJ_00465	GKNDCE_00765	FDHOFG_04185	CEFCCI_07505	KMLEIH_00590	NDPNHO_00510	OIKCCF_04490	EFBKIP_00590	CONBLF_00590	IAMNGM_04135	OCDEKD_06895	ABIDKG_04475	FIMDAF_00590	CNHFKG_01265	KGMBGA_10035	MLFLFD_08675	JAJJBD_01265	NOAGLL_08430	GHNCNC_04565	FPFKPL_08950
g00528_00006	g00528	NA	Broad specificity phosphatase PhoE	98	1	43	1	1	1	0	0	0	0	43	Broad specificity phosphatase PhoE(43)	NA(43)	654	720	718.47	19	1	CKFBNF_00090	PDKELN_00095	LKGPGJ_00105	NHAIDG_00105	JJKLOM_10360	KLBIAF_08865	PKJNML_05880	BJCJFD_05640	CJEPLJ_01010	NCGJEB_10555	FNBPHI_01120	AJPFBF_10405	IONAJF_06330	HDDGPA_04740	LGAECN_04890	KBFPKB_09475	NOBNEL_09480	BKGCNC_02640	DDPEJL_01915	CFCNNG_01580	LOBFBJ_02670	HJCBJE_11100	BDBJLG_05300	FMMFDJ_02370	GKNDCE_02525	FDHOFG_03120	CEFCCI_06340	KMLEIH_05260	NDPNHO_03325	OIKCCF_01970	EFBKIP_10580	CONBLF_02170	IAMNGM_09380	OCDEKD_09170	ABIDKG_09560	FIMDAF_05675	CNHFKG_08725	KGMBGA_08830	MLFLFD_09550	JAJJBD_09155	NOAGLL_03555	GHNCNC_00225	FPFKPL_03610
g00506_00006	g00506	NA	ABC-type glycerol-3-phosphate transport system%2C periplasmic component	98	1	43	1	1	1	0	0	0	0	43	ABC-type glycerol-3-phosphate transport system%2C periplasmic component(43)	NA(43)	1320	1320	1320.00	19	2	CKFBNF_00085	PDKELN_00090	LKGPGJ_00100	NHAIDG_00100	JJKLOM_10365	KLBIAF_08860	PKJNML_05885	BJCJFD_05635	CJEPLJ_01015	NCGJEB_10560	FNBPHI_01125	AJPFBF_10400	IONAJF_06325	HDDGPA_04735	LGAECN_04885	KBFPKB_09480	NOBNEL_09475	BKGCNC_02635	DDPEJL_01910	CFCNNG_01575	LOBFBJ_02675	HJCBJE_11095	BDBJLG_05305	FMMFDJ_02375	GKNDCE_02530	FDHOFG_03115	CEFCCI_06345	KMLEIH_05255	NDPNHO_03320	OIKCCF_01965	EFBKIP_10575	CONBLF_02175	IAMNGM_09375	OCDEKD_09165	ABIDKG_09555	FIMDAF_05670	CNHFKG_08720	KGMBGA_08825	MLFLFD_09555	JAJJBD_09160	NOAGLL_03560	GHNCNC_00220	FPFKPL_03605
g00628_00006	g00628	NA	thioredoxin-disulfide reductase	98	1	43	1	1	1	0	0	0	0	43	thioredoxin-disulfide reductase(43)	NA(43)	978	978	978.00	19	3	CKFBNF_00080	PDKELN_00085	LKGPGJ_00095	NHAIDG_00095	JJKLOM_10370	KLBIAF_08855	PKJNML_05890	BJCJFD_05630	CJEPLJ_01020	NCGJEB_10565	FNBPHI_01130	AJPFBF_10395	IONAJF_06320	HDDGPA_04730	LGAECN_09715	KBFPKB_09485	NOBNEL_09470	BKGCNC_02630	DDPEJL_01905	CFCNNG_01570	LOBFBJ_02680	HJCBJE_11090	BDBJLG_09785	FMMFDJ_02380	GKNDCE_02535	FDHOFG_03110	CEFCCI_06350	KMLEIH_05250	NDPNHO_08425	OIKCCF_01960	EFBKIP_10570	CONBLF_02180	IAMNGM_09370	OCDEKD_09160	ABIDKG_09550	FIMDAF_05665	CNHFKG_08715	KGMBGA_08820	MLFLFD_09560	JAJJBD_09165	NOAGLL_03565	GHNCNC_00215	FPFKPL_03600
g00656_00006	g00656	NA	thioredoxin	98	1	43	1	1	1	0	0	0	0	43	thioredoxin(43)	NA(43)	324	324	324.00	19	4	CKFBNF_00075	PDKELN_00080	LKGPGJ_00090	NHAIDG_00090	JJKLOM_10375	KLBIAF_08850	PKJNML_05895	BJCJFD_05625	CJEPLJ_01025	NCGJEB_10570	FNBPHI_01135	AJPFBF_10390	IONAJF_06315	HDDGPA_04725	LGAECN_09720	KBFPKB_09490	NOBNEL_09465	BKGCNC_02625	DDPEJL_01900	CFCNNG_01565	LOBFBJ_02685	HJCBJE_11085	BDBJLG_09790	FMMFDJ_02385	GKNDCE_02540	FDHOFG_03105	CEFCCI_06355	KMLEIH_05245	NDPNHO_08420	OIKCCF_01955	EFBKIP_10565	CONBLF_02185	IAMNGM_09365	OCDEKD_09155	ABIDKG_09545	FIMDAF_05660	CNHFKG_08710	KGMBGA_08815	MLFLFD_09565	JAJJBD_09170	NOAGLL_03570	GHNCNC_00210	FPFKPL_03595
g00557_00006	g00557	NA	Uncharacterized OsmC-related protein	98	1	43	1	1	1	0	0	0	0	43	Uncharacterized OsmC-related protein(43)	NA(43)	447	447	447.00	19	5	CKFBNF_00070	PDKELN_00075	LKGPGJ_00085	NHAIDG_00085	JJKLOM_10380	KLBIAF_08845	PKJNML_05900	BJCJFD_05620	CJEPLJ_01030	NCGJEB_10575	FNBPHI_01140	AJPFBF_10385	IONAJF_06310	HDDGPA_04720	LGAECN_09725	KBFPKB_09495	NOBNEL_09460	BKGCNC_02620	DDPEJL_01895	CFCNNG_01560	LOBFBJ_02690	HJCBJE_11080	BDBJLG_09795	FMMFDJ_02390	GKNDCE_02545	FDHOFG_03100	CEFCCI_06360	KMLEIH_05240	NDPNHO_08415	OIKCCF_01950	EFBKIP_10560	CONBLF_02190	IAMNGM_09360	OCDEKD_09150	ABIDKG_09540	FIMDAF_05655	CNHFKG_08705	KGMBGA_08810	MLFLFD_09570	JAJJBD_09175	NOAGLL_03575	GHNCNC_00205	FPFKPL_03590
g01000_00006	g01000	NA	Chromosome segregation protein Spo0J%2C contains ParB-like nuclease domain	98	1	43	1	1	1	0	0	0	0	43	Chromosome segregation protein Spo0J%2C contains ParB-like nuclease domain(43)	NA(43)	984	984	984.00	19	6	CKFBNF_00065	PDKELN_00070	LKGPGJ_00080	NHAIDG_00080	JJKLOM_10385	KLBIAF_08840	PKJNML_05905	BJCJFD_05615	CJEPLJ_01035	NCGJEB_10580	FNBPHI_01145	AJPFBF_10380	IONAJF_06305	HDDGPA_04715	LGAECN_09730	KBFPKB_09500	NOBNEL_09455	BKGCNC_02615	DDPEJL_01890	CFCNNG_01555	LOBFBJ_02695	HJCBJE_11075	BDBJLG_09800	FMMFDJ_02395	GKNDCE_02550	FDHOFG_03095	CEFCCI_06365	KMLEIH_05235	NDPNHO_08410	OIKCCF_01945	EFBKIP_10555	CONBLF_02195	IAMNGM_09355	OCDEKD_09145	ABIDKG_09535	FIMDAF_05650	CNHFKG_08700	KGMBGA_08805	MLFLFD_09575	JAJJBD_09180	NOAGLL_03580	GHNCNC_00200	FPFKPL_03585
g01754_00005	g01754	NA	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	95	2	43	1	1	1	0	0	0	0	43	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG(43)	NA(43)	771	771	771.00	19	7	CKFBNF_00050	PDKELN_00055	LKGPGJ_00065	NHAIDG_00065	JJKLOM_10395	KLBIAF_08825	PKJNML_05920	BJCJFD_05600	CJEPLJ_01045	NCGJEB_10595	FNBPHI_01155	AJPFBF_09450	IONAJF_06295	HDDGPA_04700	LGAECN_08505	KBFPKB_09515	NOBNEL_09445	BKGCNC_02605	DDPEJL_01875	CFCNNG_01540	LOBFBJ_02705	HJCBJE_11060	BDBJLG_07745	FMMFDJ_02410	GKNDCE_02560	FDHOFG_03085	CEFCCI_06380	KMLEIH_05225	NDPNHO_08395	OIKCCF_01930	EFBKIP_10540	CONBLF_02210	IAMNGM_09345	OCDEKD_09130	ABIDKG_09525	FIMDAF_07995	CNHFKG_08685	KGMBGA_08790	MLFLFD_09585	JAJJBD_09195	NOAGLL_03595	GHNCNC_00190	FPFKPL_03575
g01661_00005	g01661	NA	putative RNA-binding protein Jag (SpoIIIJ-associated)%2C conains KH and R3H domains	95	2	43	1	1	1	0	0	0	0	43	putative RNA-binding protein Jag (SpoIIIJ-associated)%2C conains KH and R3H domains(43)	NA(43)	948	966	963.63	19	8	CKFBNF_00045	PDKELN_00050	LKGPGJ_00060	NHAIDG_00060	JJKLOM_10400	KLBIAF_08820	PKJNML_05925	BJCJFD_05595	CJEPLJ_01050	NCGJEB_10600	FNBPHI_01160	AJPFBF_09455	IONAJF_06290	HDDGPA_04695	LGAECN_08500	KBFPKB_09520	NOBNEL_09440	BKGCNC_02600	DDPEJL_01870	CFCNNG_01535	LOBFBJ_02710	HJCBJE_11055	BDBJLG_07740	FMMFDJ_02415	GKNDCE_02565	FDHOFG_03080	CEFCCI_06385	KMLEIH_05220	NDPNHO_08390	OIKCCF_01925	EFBKIP_10535	CONBLF_02215	IAMNGM_09340	OCDEKD_09125	ABIDKG_09520	FIMDAF_07990	CNHFKG_08680	KGMBGA_08785	MLFLFD_09590	JAJJBD_09200	NOAGLL_03600	GHNCNC_00185	FPFKPL_03570
g00163_00006	g00163	NA	membrane protein insertase YidC	98	1	43	1	1	1	0	0	0	0	43	membrane protein insertase YidC(43)	NA(43)	1092	1092	1092.00	19	9	CKFBNF_00040	PDKELN_00045	LKGPGJ_00055	NHAIDG_00055	JJKLOM_10405	KLBIAF_08815	PKJNML_05930	BJCJFD_05590	CJEPLJ_01055	NCGJEB_10605	FNBPHI_01165	AJPFBF_09460	IONAJF_06285	HDDGPA_04690	LGAECN_08495	KBFPKB_09525	NOBNEL_09435	BKGCNC_02595	DDPEJL_01865	CFCNNG_01530	LOBFBJ_02715	HJCBJE_11050	BDBJLG_07735	FMMFDJ_02420	GKNDCE_02570	FDHOFG_03075	CEFCCI_06390	KMLEIH_05215	NDPNHO_08385	OIKCCF_01920	EFBKIP_10530	CONBLF_02220	IAMNGM_09335	OCDEKD_09120	ABIDKG_09515	FIMDAF_07985	CNHFKG_08675	KGMBGA_08780	MLFLFD_09595	JAJJBD_09205	NOAGLL_03605	GHNCNC_00180	FPFKPL_03565
g00427_00006	g00427	NA	membrane protein insertion efficiency factor YidD	98	1	43	1	1	1	0	0	0	0	43	membrane protein insertion efficiency factor YidD(43)	NA(43)	351	351	351.00	19	10	CKFBNF_00035	PDKELN_00040	LKGPGJ_00050	NHAIDG_00050	JJKLOM_10410	KLBIAF_08810	PKJNML_05935	BJCJFD_05585	CJEPLJ_01060	NCGJEB_10610	FNBPHI_01170	AJPFBF_09465	IONAJF_06280	HDDGPA_04685	LGAECN_08490	KBFPKB_09530	NOBNEL_09430	BKGCNC_02590	DDPEJL_01860	CFCNNG_01525	LOBFBJ_02720	HJCBJE_11045	BDBJLG_07730	FMMFDJ_02425	GKNDCE_02575	FDHOFG_03070	CEFCCI_06395	KMLEIH_05210	NDPNHO_08380	OIKCCF_01915	EFBKIP_10525	CONBLF_02225	IAMNGM_09330	OCDEKD_09115	ABIDKG_09510	FIMDAF_07980	CNHFKG_08670	KGMBGA_08775	MLFLFD_09600	JAJJBD_09210	NOAGLL_03610	GHNCNC_00175	FPFKPL_03560
g01930_00005	g01930	NA	ribonuclease P protein component	95	2	43	1	1	1	0	0	0	0	43	ribonuclease P protein component(43)	NA(43)	429	429	429.00	19	11	CKFBNF_00030	PDKELN_00035	LKGPGJ_00045	NHAIDG_00045	JJKLOM_10415	KLBIAF_08805	PKJNML_05940	BJCJFD_05580	CJEPLJ_01065	NCGJEB_10615	FNBPHI_01175	AJPFBF_09470	IONAJF_06275	HDDGPA_04680	LGAECN_08485	KBFPKB_09535	NOBNEL_09425	BKGCNC_02585	DDPEJL_01855	CFCNNG_01520	LOBFBJ_02725	HJCBJE_11040	BDBJLG_07725	FMMFDJ_02430	GKNDCE_02580	FDHOFG_03065	CEFCCI_06400	KMLEIH_05205	NDPNHO_08375	OIKCCF_01910	EFBKIP_10520	CONBLF_02230	IAMNGM_09325	OCDEKD_09110	ABIDKG_09505	FIMDAF_07975	CNHFKG_08665	KGMBGA_08770	MLFLFD_09605	JAJJBD_09215	NOAGLL_03615	GHNCNC_00170	FPFKPL_03555
g00165_00006	g00165	NA	chromosomal replication initiator protein DnaA	98	1	43	1	1	1	0	0	0	0	43	chromosomal replication initiator protein DnaA(43)	NA(43)	1407	1476	1451.93	19	12	CKFBNF_00025	PDKELN_00025	LKGPGJ_00035	NHAIDG_00040	JJKLOM_10420	KLBIAF_08795	PKJNML_05945	BJCJFD_05570	CJEPLJ_01070	NCGJEB_10620	FNBPHI_01180	AJPFBF_09475	IONAJF_06270	HDDGPA_04675	LGAECN_08480	KBFPKB_09545	NOBNEL_09420	BKGCNC_02580	DDPEJL_01850	CFCNNG_01515	LOBFBJ_02730	HJCBJE_11035	BDBJLG_07720	FMMFDJ_02435	GKNDCE_02585	FDHOFG_03060	CEFCCI_06405	KMLEIH_05200	NDPNHO_08370	OIKCCF_01905	EFBKIP_10510	CONBLF_02235	IAMNGM_09320	OCDEKD_09100	ABIDKG_09500	FIMDAF_07970	CNHFKG_08660	KGMBGA_08760	MLFLFD_09610	JAJJBD_09220	NOAGLL_03620	GHNCNC_00160	FPFKPL_03550
g00094_00006	g00094	NA	Succinate dehydrogenase cytochrome B-558 subunit	98	1	43	1	1	1	0	0	0	0	43	Succinate dehydrogenase cytochrome B-558 subunit(43)	NA(43)	762	762	762.00	20	1	CKFBNF_07460	PDKELN_07440	LKGPGJ_07455	NHAIDG_04200	JJKLOM_03925	KLBIAF_02945	PKJNML_02245	BJCJFD_10900	CJEPLJ_06580	NCGJEB_02365	FNBPHI_10465	AJPFBF_10130	IONAJF_11570	HDDGPA_01525	LGAECN_06475	KBFPKB_04720	NOBNEL_01980	BKGCNC_05040	DDPEJL_00910	CFCNNG_00910	LOBFBJ_01010	HJCBJE_01425	BDBJLG_03965	FMMFDJ_00065	GKNDCE_01165	FDHOFG_03785	CEFCCI_11705	KMLEIH_00190	NDPNHO_00910	OIKCCF_04090	EFBKIP_00190	CONBLF_00190	IAMNGM_03735	OCDEKD_07295	ABIDKG_04875	FIMDAF_00190	CNHFKG_01670	KGMBGA_03240	MLFLFD_03060	JAJJBD_01670	NOAGLL_08030	GHNCNC_04965	FPFKPL_09350
g00298_00006	g00298	NA	Succinate dehydrogenase/fumarate reductase%2C flavoprotein subunit	98	1	43	1	1	1	0	0	0	0	43	Succinate dehydrogenase/fumarate reductase%2C flavoprotein subunit(43)	NA(43)	2022	2022	2022.00	20	2	CKFBNF_07455	PDKELN_07435	LKGPGJ_07450	NHAIDG_04205	JJKLOM_03920	KLBIAF_02940	PKJNML_02240	BJCJFD_10905	CJEPLJ_06575	NCGJEB_02370	FNBPHI_10470	AJPFBF_10135	IONAJF_11575	HDDGPA_01520	LGAECN_06480	KBFPKB_04725	NOBNEL_01985	BKGCNC_05045	DDPEJL_00915	CFCNNG_00915	LOBFBJ_01015	HJCBJE_01430	BDBJLG_03960	FMMFDJ_00060	GKNDCE_01170	FDHOFG_03780	CEFCCI_11710	KMLEIH_00185	NDPNHO_00915	OIKCCF_04085	EFBKIP_00185	CONBLF_00185	IAMNGM_03730	OCDEKD_07300	ABIDKG_04880	FIMDAF_00185	CNHFKG_01675	KGMBGA_03245	MLFLFD_03055	JAJJBD_01675	NOAGLL_08025	GHNCNC_04970	FPFKPL_09355
g00306_00006	g00306	NA	Succinate dehydrogenase/fumarate reductase%2C Fe-S protein subunit	98	1	43	1	1	1	0	0	0	0	43	Succinate dehydrogenase/fumarate reductase%2C Fe-S protein subunit(43)	NA(43)	765	765	765.00	20	3	CKFBNF_07450	PDKELN_07430	LKGPGJ_07445	NHAIDG_04210	JJKLOM_03915	KLBIAF_02935	PKJNML_02235	BJCJFD_10910	CJEPLJ_06570	NCGJEB_02375	FNBPHI_10475	AJPFBF_10140	IONAJF_11580	HDDGPA_01515	LGAECN_06485	KBFPKB_04730	NOBNEL_01990	BKGCNC_05050	DDPEJL_00920	CFCNNG_00920	LOBFBJ_01020	HJCBJE_01435	BDBJLG_03955	FMMFDJ_00055	GKNDCE_01175	FDHOFG_03775	CEFCCI_11715	KMLEIH_00180	NDPNHO_00920	OIKCCF_04080	EFBKIP_00180	CONBLF_00180	IAMNGM_03725	OCDEKD_07305	ABIDKG_04885	FIMDAF_00180	CNHFKG_01680	KGMBGA_03250	MLFLFD_03050	JAJJBD_01680	NOAGLL_08020	GHNCNC_04975	FPFKPL_09360
g00431_00006	g00431	NA	50S ribosomal protein L19	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L19(43)	NA(43)	357	357	357.00	20	4	CKFBNF_07445	PDKELN_07425	LKGPGJ_07440	NHAIDG_04215	JJKLOM_03910	KLBIAF_02930	PKJNML_02230	BJCJFD_10915	CJEPLJ_06565	NCGJEB_02380	FNBPHI_10480	AJPFBF_10145	IONAJF_11585	HDDGPA_01510	LGAECN_06490	KBFPKB_04735	NOBNEL_01995	BKGCNC_05055	DDPEJL_00925	CFCNNG_00925	LOBFBJ_01025	HJCBJE_01440	BDBJLG_03950	FMMFDJ_00050	GKNDCE_01180	FDHOFG_03770	CEFCCI_11720	KMLEIH_00175	NDPNHO_00925	OIKCCF_04075	EFBKIP_00175	CONBLF_00175	IAMNGM_03720	OCDEKD_07310	ABIDKG_04890	FIMDAF_00175	CNHFKG_01685	KGMBGA_03255	MLFLFD_03045	JAJJBD_01685	NOAGLL_08015	GHNCNC_04980	FPFKPL_09365
g00799_00006	g00799	NA	signal peptidase I	98	1	43	1	1	1	0	0	0	0	43	signal peptidase I(43)	NA(43)	825	825	825.00	20	5	CKFBNF_07440	PDKELN_07420	LKGPGJ_07435	NHAIDG_04220	JJKLOM_03905	KLBIAF_02925	PKJNML_02225	BJCJFD_10920	CJEPLJ_06560	NCGJEB_02385	FNBPHI_10485	AJPFBF_10150	IONAJF_11590	HDDGPA_01505	LGAECN_06495	KBFPKB_04740	NOBNEL_02000	BKGCNC_05060	DDPEJL_00930	CFCNNG_00930	LOBFBJ_01030	HJCBJE_01445	BDBJLG_03945	FMMFDJ_00045	GKNDCE_01185	FDHOFG_03765	CEFCCI_11725	KMLEIH_00170	NDPNHO_00930	OIKCCF_04070	EFBKIP_00170	CONBLF_00170	IAMNGM_03715	OCDEKD_07315	ABIDKG_04895	FIMDAF_00170	CNHFKG_01690	KGMBGA_03260	MLFLFD_03040	JAJJBD_01690	NOAGLL_08010	GHNCNC_04985	FPFKPL_09370
g02516_00006	g02516	NA	ribonuclease HII	98	1	43	1.02	1	2	0	1	0	1	44	ribonuclease HII(44)	NA(44)	636	636	636.00	20	6	CKFBNF_07435	PDKELN_07415	LKGPGJ_07430	NHAIDG_04225	JJKLOM_03900	KLBIAF_02920	PKJNML_02220	BJCJFD_10925	CJEPLJ_06555	NCGJEB_02390	FNBPHI_10490	AJPFBF_10155	IONAJF_11595	HDDGPA_01500	LGAECN_06500	KBFPKB_04745	NOBNEL_02005	BKGCNC_05065	DDPEJL_00935	CFCNNG_00935	LOBFBJ_01035	HJCBJE_01450	BDBJLG_03940	FMMFDJ_00040	GKNDCE_01190	FDHOFG_03760	CEFCCI_11730	KMLEIH_00165	NDPNHO_00935	OIKCCF_04065	EFBKIP_00165	CONBLF_00165	IAMNGM_03710	OCDEKD_07320	ABIDKG_04900	FIMDAF_00165	CNHFKG_01695	KGMBGA_00405;KGMBGA_03265	MLFLFD_03035	JAJJBD_01695	NOAGLL_08005	GHNCNC_04990	FPFKPL_09375
